# Homomorphism            | Subgraph
# chordal4 boat	chordal6  | cycle3 cycle4 cycle5 cycle6 chordal4 chordal5
12	36	12	2	4	5	12	0	2
30	162	30	5	10	42	87	0	17
12	36	12	2	3	4	9	0	2
0	0	0	0	3	11	12	0	0
28	140	36	4	14	52	97	1	15
96	824	348	8	15	23	55	12	25
28	124	36	4	2	3	10	1	0
44	236	60	6	15	29	69	2	19
22	90	30	3	3	2	13	1	1
18	70	18	3	5	13	13	0	5
82	634	156	9	17	41	85	7	39
6	18	6	1	5	6	11	0	2
6	18	6	1	5	10	8	0	2
60	460	132	6	22	29	64	6	39
54	286	90	7	4	6	8	3	5
6	18	6	1	5	12	18	0	2
6	18	6	1	3	11	19	0	2
0	0	0	0	1	6	11	0	0
142	1558	786	11	20	50	99	19	73
94	862	228	9	15	33	61	10	41
104	816	336	10	21	27	58	11	37
6	18	6	1	3	13	12	0	1
68	580	180	6	21	29	57	8	43
96	888	390	8	17	29	52	12	37
92	916	276	8	24	42	75	11	71
68	440	126	8	12	28	71	5	18
90	858	240	9	16	32	54	9	51
62	510	120	7	18	36	59	5	46
6	18	6	1	3	6	10	0	2
24	88	24	4	7	11	11	0	5
64	448	108	8	11	40	96	4	23
48	264	72	6	17	47	99	3	20
6	18	6	1	5	5	10	0	1
6	18	6	1	5	5	12	0	0
80	728	198	8	17	30	46	8	46
38	186	60	5	4	2	10	2	3
24	92	24	4	3	12	14	0	4
6	18	6	1	3	16	26	0	1
60	420	90	8	20	54	113	3	45
18	54	18	3	3	7	12	0	2
80	796	204	8	18	39	66	8	57
48	292	84	6	15	41	91	3	19
66	590	156	7	17	38	65	6	46
12	36	12	2	3	11	16	0	2
76	588	228	8	13	41	94	7	24
18	70	18	3	9	9	16	0	4
6	18	6	1	4	9	12	0	0
112	1020	378	10	15	27	51	13	37
28	108	36	4	4	4	8	1	2
6	18	6	1	4	8	17	0	0
102	966	360	9	16	31	60	12	44
54	290	78	7	12	30	68	3	17
70	610	168	7	15	35	64	7	37
22	90	30	3	4	6	14	1	3
62	362	114	7	15	33	57	5	22
6	18	6	1	6	8	11	0	1
132	1408	720	10	16	29	50	18	51
56	444	120	6	17	39	60	5	40
130	1366	456	11	19	38	69	16	63
24	108	24	4	5	8	16	0	3
42	274	72	5	20	36	58	3	37
36	244	72	4	24	37	67	3	39
0	0	0	0	2	9	22	0	0
24	76	24	4	4	11	18	0	4
6	18	6	1	2	8	13	0	0
164	1940	894	12	20	35	57	23	73
48	272	72	6	18	37	79	3	29
12	36	12	2	6	15	14	0	0
66	566	156	7	15	35	67	6	40
22	122	30	3	4	8	19	1	1
32	188	54	4	22	30	60	2	25
70	698	198	7	18	37	53	7	59
28	108	36	4	7	12	30	1	1
74	510	144	7	22	28	64	8	40
192	2624	1008	14	27	57	98	27	127
28	108	36	4	3	4	3	1	3
18	54	18	3	3	5	8	0	1
80	696	204	8	19	38	71	8	53
42	222	72	5	5	5	11	3	3
34	130	42	5	4	6	8	1	4
18	54	18	3	2	4	10	0	1
84	756	222	8	15	31	52	9	38
112	1160	420	10	15	30	56	13	47
54	358	90	7	16	38	67	3	34
40	212	48	6	11	33	71	1	18
52	376	96	6	17	34	52	4	37
76	680	180	8	13	30	55	7	38
44	268	66	6	16	40	80	2	28
74	666	198	7	21	38	57	8	61
54	402	78	7	12	32	60	3	31
94	1018	282	9	19	40	58	10	71
12	36	12	2	3	9	5	0	3
116	1236	438	10	20	41	73	14	70
12	52	12	2	5	12	22	0	4
6	18	6	1	8	6	17	0	2
54	234	78	7	5	5	6	3	2
12	36	12	2	5	8	12	0	3
12	52	12	2	2	10	15	0	2
48	332	72	6	13	31	62	3	28
0	0	0	0	5	4	17	0	0
12	52	12	2	5	7	14	0	0
74	714	216	7	19	40	55	8	58
92	788	312	8	19	36	60	11	48
86	734	204	9	14	27	40	8	40
18	66	18	3	4	8	10	0	6
102	1002	312	9	19	29	48	12	58
6	18	6	1	5	5	12	0	1
60	408	90	8	13	42	90	3	30
16	72	24	2	3	4	9	1	0
74	486	126	9	11	32	83	5	19
12	36	12	2	2	9	11	0	1
66	498	144	7	19	34	78	6	29
68	496	126	8	16	37	79	5	33
124	1304	564	10	20	35	56	16	65
70	430	102	9	9	21	63	4	12
76	608	168	8	19	48	114	7	40
42	318	90	5	18	45	61	3	41
22	90	30	3	5	5	10	1	1
42	222	72	5	16	26	50	3	15
38	274	60	5	17	42	61	2	37
76	628	180	8	11	25	58	7	26
28	108	36	4	4	7	9	1	1
94	958	264	9	18	44	78	10	62
12	36	12	2	7	5	21	0	0
28	108	36	4	4	3	5	1	1
18	70	18	3	3	8	8	0	2
52	404	114	6	14	34	63	4	30
22	114	30	3	5	7	14	1	7
100	804	324	10	11	29	71	10	20
22	90	30	3	3	9	12	1	1
18	54	18	3	1	5	9	0	1
24	76	24	4	4	8	11	0	3
62	398	114	7	12	32	58	5	20
28	108	36	4	2	5	13	1	1
94	690	222	9	22	33	64	10	36
12	52	12	2	1	7	18	0	0
22	90	30	3	6	7	17	1	1
76	692	192	8	14	32	57	7	41
80	764	186	8	22	46	70	8	72
160	1636	714	12	19	27	44	22	53
78	550	138	9	22	43	88	6	46
64	432	108	8	15	36	85	4	29
108	1092	336	10	14	25	51	12	44
12	36	12	2	2	10	14	0	0
22	90	30	3	7	12	13	1	2
78	730	222	7	21	43	59	9	60
34	142	42	5	2	10	10	1	0
62	462	126	7	21	36	82	5	41
28	108	36	4	5	8	6	1	2
18	70	18	3	4	5	4	0	2
74	682	204	7	17	39	56	8	51
6	18	6	1	6	9	18	0	1
90	902	240	9	14	32	58	9	46
86	702	192	9	11	23	55	8	24
66	514	138	7	15	30	55	6	36
56	392	120	6	17	36	88	5	24
100	988	264	10	16	33	53	10	55
76	644	168	8	16	31	51	7	44
22	90	30	3	7	9	9	1	6
62	414	114	7	17	38	90	5	30
18	70	18	3	3	8	9	0	0
74	458	126	9	14	31	60	5	26
144	1688	792	10	21	38	58	21	75
24	88	24	4	4	9	12	0	2
38	210	60	5	15	33	60	2	20
70	582	192	7	19	43	90	7	47
76	672	198	8	14	34	59	7	43
88	760	168	10	19	49	95	7	56
34	142	42	5	4	2	6	1	0
6	18	6	1	3	7	9	0	0
22	90	30	3	3	3	6	1	1
6	18	6	1	4	8	8	0	0
12	36	12	2	5	6	6	0	3
92	844	336	8	20	37	60	11	54
24	72	24	4	5	10	14	0	4
18	54	18	3	3	8	12	0	2
34	166	42	5	14	34	82	1	12
18	54	18	3	2	7	8	0	2
74	674	192	7	18	39	57	8	47
6	18	6	1	4	7	12	0	1
42	198	66	5	7	10	16	3	5
22	90	30	3	4	8	9	1	2
0	0	0	0	4	6	6	0	0
18	54	18	3	5	11	25	0	2
22	90	30	3	4	8	16	1	1
108	1020	360	10	13	25	54	12	33
12	36	12	2	7	8	12	0	4
96	840	234	10	17	40	81	9	45
0	0	0	0	4	12	13	0	0
82	726	174	9	12	29	60	7	36
22	90	30	3	6	13	21	1	4
44	276	66	6	12	42	89	2	24
62	462	120	7	15	32	54	5	36
62	410	120	7	12	30	64	5	16
76	628	168	8	13	31	58	7	34
6	18	6	1	2	5	8	0	0
90	874	240	9	16	35	57	9	54
18	70	18	3	4	6	7	0	3
22	90	30	3	8	9	8	1	7
28	116	36	4	6	10	12	1	6
62	490	120	7	15	31	56	5	39
16	72	24	2	3	7	12	1	1
18	70	18	3	2	5	5	0	0
130	1074	522	11	22	44	81	16	47
68	388	108	8	13	26	59	5	13
96	972	402	8	20	42	66	12	61
96	852	240	10	16	35	72	9	46
98	878	330	9	15	31	60	11	38
6	18	6	1	3	3	7	0	0
22	90	30	3	5	8	15	1	3
48	308	78	6	16	42	101	3	27
28	144	36	4	20	48	104	1	21
66	578	156	7	17	39	58	6	51
70	622	192	7	15	34	52	7	40
76	680	162	8	20	36	53	7	59
12	36	12	2	5	5	8	0	1
12	36	12	2	2	6	10	0	1
12	36	12	2	7	9	12	0	1
42	262	72	5	16	27	59	3	24
54	318	78	7	16	39	71	3	32
0	0	0	0	5	11	13	0	0
12	36	12	2	6	15	12	0	3
110	890	276	11	15	26	60	11	33
6	18	6	1	3	7	16	0	1
74	478	126	9	12	29	60	5	23
12	36	12	2	2	9	13	0	0
48	288	84	6	17	27	75	3	18
0	0	0	0	6	5	12	0	0
108	1084	318	10	17	30	47	12	57
40	176	48	6	2	6	14	1	1
116	1228	474	10	18	38	83	14	49
6	18	6	1	5	7	12	0	0
64	480	108	8	12	50	116	4	28
16	72	24	2	6	4	6	1	1
58	426	96	7	13	31	59	4	33
54	294	78	7	14	25	63	3	20
84	812	240	8	15	30	58	9	42
80	640	276	8	15	32	85	8	25
62	446	120	7	14	30	55	5	32
80	620	180	8	17	32	79	8	25
18	58	18	3	6	8	10	0	5
48	312	72	6	16	32	50	3	35
64	468	114	8	13	39	77	4	33
66	566	174	7	17	41	56	6	52
12	36	12	2	3	6	19	0	1
18	54	18	3	3	8	11	0	2
30	122	30	5	2	6	11	0	0
24	72	24	4	3	4	8	0	1
70	626	192	7	15	32	64	7	35
12	36	12	2	2	5	11	0	0
24	72	24	4	5	5	2	0	3
76	520	156	8	20	37	78	7	38
70	618	162	7	20	39	66	7	52
6	18	6	1	2	7	11	0	0
28	112	36	4	5	5	8	1	4
12	36	12	2	5	7	18	0	3
12	40	12	2	3	7	9	0	2
18	54	18	3	6	6	17	0	2
28	108	36	4	4	9	11	1	2
58	346	96	7	19	30	81	4	25
30	106	30	5	6	5	15	0	3
68	592	144	8	15	44	94	5	40
74	486	126	9	14	34	74	5	27
90	830	234	9	16	32	51	9	48
90	846	252	9	13	30	57	9	39
32	168	54	4	5	8	13	2	6
6	18	6	1	5	10	13	0	1
164	1524	852	12	15	16	28	23	33
68	496	126	8	15	32	72	5	27
12	36	12	2	4	10	13	0	2
22	98	30	3	5	7	13	1	3
24	72	24	4	4	3	11	0	1
6	18	6	1	4	3	13	0	0
6	18	6	1	6	4	18	0	0
48	364	78	6	17	33	56	3	37
76	660	180	8	14	30	52	7	42
16	72	24	2	6	13	12	1	6
18	54	18	3	4	7	9	0	3
6	18	6	1	5	6	6	0	0
12	36	12	2	6	3	10	0	1
78	610	282	7	17	27	54	9	31
12	36	12	2	6	12	16	0	3
154	1862	882	11	20	34	46	22	80
18	98	18	3	14	47	74	0	19
96	916	378	8	22	35	61	12	60
6	18	6	1	3	10	10	0	1
82	662	180	9	9	23	58	7	20
24	104	24	4	4	5	9	0	0
16	72	24	2	2	8	12	1	1
6	18	6	1	7	0	23	0	0
12	36	12	2	3	5	11	0	3
56	384	114	6	14	42	90	5	17
28	108	36	4	7	7	4	1	5
98	1114	324	9	22	51	77	11	88
120	1256	510	10	19	37	56	15	66
104	1040	456	8	25	42	76	14	70
54	394	84	7	15	37	87	3	26
84	840	240	8	19	41	57	9	65
132	1436	720	10	20	34	51	18	67
22	90	30	3	6	7	14	1	1
22	90	30	3	4	8	16	1	1
6	18	6	1	4	11	14	0	2
116	1284	402	10	18	39	62	14	67
36	180	60	4	19	29	57	3	14
22	106	30	3	7	15	24	1	7
12	36	12	2	2	5	8	0	1
38	242	54	5	23	30	101	2	15
22	90	30	3	3	11	15	1	0
94	674	312	9	21	33	71	10	32
24	72	24	4	3	6	11	0	1
6	18	6	1	6	9	13	0	1
92	736	348	8	16	41	83	11	32
26	150	48	3	30	24	80	2	29
100	1032	432	8	23	40	58	13	69
98	986	300	9	16	34	58	11	52
6	18	6	1	7	16	29	0	4
94	838	234	9	16	39	84	10	42
28	172	36	4	17	34	65	1	30
134	1446	540	11	18	30	46	17	60
38	166	54	5	15	38	69	2	14
6	18	6	1	6	4	16	0	0
38	178	54	5	4	3	10	2	2
86	762	204	9	13	29	59	8	37
28	124	36	4	7	10	19	1	7
12	36	12	2	7	5	8	0	4
164	2020	936	12	21	42	72	23	85
92	724	186	10	19	38	98	8	40
18	54	18	3	3	10	10	0	2
48	256	78	6	14	30	73	3	17
18	54	18	3	0	6	9	0	0
72	636	156	8	16	39	59	6	48
6	18	6	1	4	10	10	0	1
16	72	24	2	2	8	12	1	0
16	72	24	2	5	9	14	1	2
48	344	78	6	19	46	96	3	40
56	440	108	6	20	39	59	5	51
34	186	42	5	15	36	80	1	22
46	302	54	7	10	41	90	1	24
42	294	90	5	14	47	90	3	25
12	36	12	2	4	8	10	0	2
28	124	36	4	1	7	12	1	0
0	0	0	0	5	11	16	0	0
22	90	30	3	3	9	13	1	1
74	694	210	7	19	41	57	8	54
70	618	180	7	20	41	68	7	58
6	18	6	1	6	13	17	0	1
80	620	192	8	24	45	106	8	46
16	72	24	2	6	13	10	1	5
72	552	132	8	12	28	57	6	28
78	654	174	9	17	46	91	6	46
12	36	12	2	7	10	31	0	2
22	90	30	3	7	10	20	1	5
88	856	264	8	20	31	55	10	58
66	454	132	7	13	30	59	6	25
104	1068	300	10	16	40	78	11	56
24	72	24	4	3	4	11	0	3
6	18	6	1	2	12	16	0	2
16	72	24	2	4	16	16	1	1
0	0	0	0	8	14	20	0	0
18	86	18	3	2	6	9	0	2
52	392	96	6	21	35	55	4	45
12	36	12	2	2	8	11	0	0
48	276	78	6	15	30	69	3	13
18	78	18	3	20	47	73	0	23
18	54	18	3	5	7	11	0	3
98	898	336	9	16	38	74	11	46
18	70	18	3	4	8	18	0	2
6	18	6	1	0	5	14	0	0
76	668	336	6	20	30	56	10	37
22	90	30	3	5	7	8	1	1
28	128	36	4	17	41	84	1	21
56	436	120	6	17	34	60	5	36
66	526	138	7	15	32	57	6	35
48	304	78	6	20	43	96	3	33
0	0	0	0	5	7	18	0	0
36	180	60	4	16	38	75	3	11
6	18	6	1	6	8	7	0	1
40	176	48	6	4	7	9	1	2
18	54	18	3	4	6	6	0	3
18	54	18	3	0	6	13	0	0
66	526	132	7	19	31	57	6	47
66	582	144	7	21	41	62	6	58
38	162	54	5	3	4	8	2	1
78	586	282	7	17	26	47	9	30
42	226	72	5	15	28	97	3	15
18	58	18	3	4	6	9	0	3
38	194	54	5	5	6	17	2	2
38	178	54	5	5	7	11	2	3
28	140	36	4	3	7	7	1	2
12	36	12	2	1	9	18	0	0
12	36	12	2	9	11	16	0	5
102	950	390	9	15	27	49	12	40
12	52	12	2	6	2	10	0	1
76	656	180	8	17	46	86	7	42
76	632	168	8	21	43	87	7	42
96	948	396	8	18	36	62	12	50
6	18	6	1	4	6	17	0	0
134	1190	546	11	14	20	37	17	30
96	912	390	8	20	36	63	12	52
12	36	12	2	4	5	13	0	0
18	54	18	3	4	16	16	0	2
42	266	72	5	16	35	57	3	31
140	1420	570	12	22	43	70	17	65
76	680	168	8	17	39	61	7	51
66	574	132	7	21	39	69	6	59
38	226	60	5	12	42	87	2	16
62	398	114	7	16	40	82	5	27
12	36	12	2	10	12	19	0	1
74	478	126	9	16	29	55	5	30
42	298	78	5	15	37	58	3	30
6	18	6	1	6	6	9	0	2
12	36	12	2	3	5	9	0	2
22	106	30	3	3	9	15	1	0
76	532	156	8	16	38	83	7	25
102	794	366	9	14	37	88	12	21
68	492	126	8	20	47	92	5	47
6	18	6	1	2	8	13	0	1
22	106	30	3	7	8	20	1	1
86	734	210	9	14	40	89	8	32
52	304	96	6	10	9	16	4	7
18	70	18	3	1	7	11	0	0
18	54	18	3	2	7	23	0	1
38	234	60	5	16	42	88	2	21
24	88	24	4	4	7	8	0	5
90	902	246	9	15	35	60	9	52
22	90	30	3	7	7	12	1	7
80	696	180	8	18	37	59	8	50
106	1082	420	9	16	39	72	13	51
80	704	186	8	16	35	59	8	47
32	168	54	4	4	7	7	2	2
116	1204	456	10	15	27	45	14	45
18	70	18	3	2	9	10	0	2
50	374	108	5	28	32	73	5	53
86	598	180	9	16	32	82	8	25
6	18	6	1	6	7	14	0	3
6	18	6	1	3	6	13	0	1
18	58	18	3	4	8	12	0	4
84	748	198	8	19	33	63	9	50
62	394	102	7	15	32	69	5	16
28	112	36	4	6	12	21	1	4
18	70	18	3	1	9	17	0	1
6	18	6	1	4	10	15	0	1
6	18	6	1	2	7	11	0	0
18	70	18	3	0	4	8	0	0
32	184	54	4	20	40	87	2	25
12	36	12	2	3	8	11	0	2
6	18	6	1	5	7	11	0	1
88	760	228	8	20	28	58	10	48
22	90	30	3	6	3	4	1	2
22	90	30	3	4	11	11	1	1
18	70	18	3	1	9	15	0	2
50	346	72	7	12	37	80	2	26
80	716	216	8	11	28	60	8	27
58	394	102	7	15	33	63	4	22
26	150	48	3	24	52	101	2	22
66	474	156	7	17	34	69	6	28
82	606	180	9	22	37	72	7	44
88	844	270	8	19	35	53	10	56
110	1106	438	9	23	34	48	14	66
66	550	138	7	18	38	58	6	51
52	348	108	6	15	28	52	4	26
12	36	12	2	5	9	14	0	3
52	404	102	6	16	36	58	4	40
12	52	12	2	4	9	10	0	2
0	0	0	0	3	8	8	0	0
82	682	180	9	14	34	68	7	32
50	362	108	5	23	30	71	5	41
12	36	12	2	3	8	15	0	1
12	52	12	2	3	11	9	0	3
18	70	18	3	3	9	9	0	1
48	216	72	6	16	25	62	3	16
128	1444	546	10	23	45	77	17	85
70	558	138	7	23	36	70	7	56
18	54	18	3	2	4	9	0	0
12	36	12	2	3	8	10	0	2
90	826	240	9	17	30	46	9	53
22	90	30	3	7	8	18	1	2
120	1292	498	10	18	35	55	15	61
52	332	108	6	15	42	85	4	21
48	268	72	6	16	32	72	3	23
12	36	12	2	2	4	16	0	0
24	88	24	4	7	2	8	0	1
52	316	96	6	16	34	64	4	26
16	72	24	2	6	13	32	1	5
12	36	12	2	4	5	11	0	2
18	58	18	3	1	8	12	0	2
6	18	6	1	5	8	8	0	1
12	52	12	2	2	5	11	0	0
16	72	24	2	5	8	14	1	3
64	464	120	8	16	38	59	4	44
28	124	36	4	5	10	11	1	4
0	0	0	0	6	7	10	0	0
74	474	126	9	12	26	59	5	18
18	54	18	3	3	10	6	0	2
64	400	102	8	15	28	57	4	22
6	18	6	1	1	7	10	0	0
62	530	120	7	16	40	64	5	48
48	256	78	6	8	6	8	3	4
22	90	30	3	2	5	6	1	0
130	1390	498	11	18	33	53	16	60
6	18	6	1	6	2	17	0	1
66	618	168	7	16	38	58	6	48
94	922	276	9	14	32	55	10	49
28	112	36	4	6	8	10	1	3
18	70	18	3	2	4	10	0	1
12	36	12	2	4	6	9	0	2
128	1156	438	12	15	32	71	14	33
44	264	60	6	15	40	81	2	29
22	90	30	3	5	3	11	1	5
0	0	0	0	7	4	2	0	0
18	54	18	3	4	12	17	0	3
78	602	180	7	22	29	61	9	41
0	0	0	0	5	6	15	0	0
84	856	252	8	18	36	55	9	57
110	986	414	9	17	20	44	14	34
72	500	156	8	13	30	60	6	18
32	160	48	4	6	9	14	2	5
12	36	12	2	5	8	15	0	1
116	1136	444	10	17	31	53	14	50
98	1026	306	9	20	36	56	11	67
18	58	18	3	3	5	14	0	4
62	366	114	7	15	33	67	5	18
6	18	6	1	4	6	8	0	0
34	190	42	5	4	5	11	1	1
90	718	210	9	22	39	84	9	48
12	36	12	2	1	7	10	0	0
0	0	0	0	5	8	13	0	0
12	36	12	2	4	6	7	0	1
6	18	6	1	4	10	13	0	0
22	106	30	3	4	4	9	1	0
76	696	180	8	18	45	77	7	57
42	226	72	5	18	36	78	3	21
18	70	18	3	20	38	82	0	11
88	720	192	10	13	28	65	7	34
80	744	204	8	20	42	72	8	61
0	0	0	0	5	9	15	0	0
22	90	30	3	2	5	10	1	1
24	92	24	4	2	6	7	0	3
22	90	30	3	5	9	12	1	5
18	54	18	3	2	4	11	0	1
28	112	36	4	4	3	7	1	3
100	780	228	10	17	34	89	10	28
52	352	96	6	18	43	93	4	34
38	226	60	5	21	44	101	2	33
12	40	12	2	6	15	13	0	6
24	104	24	4	3	6	10	0	3
72	548	162	8	16	35	75	6	32
98	882	378	9	15	28	67	11	31
66	586	156	7	18	41	65	6	52
22	94	30	3	4	8	15	1	2
114	1226	522	9	16	29	58	15	48
68	452	126	8	15	31	60	5	30
12	36	12	2	5	9	5	0	2
36	180	60	4	4	3	7	3	0
82	702	312	7	21	35	81	10	29
58	354	102	7	17	42	95	4	30
12	36	12	2	6	9	8	0	3
24	72	24	4	6	7	11	0	3
6	18	6	1	4	13	19	0	1
66	486	138	7	15	34	63	6	35
88	660	168	10	13	23	69	7	23
108	1036	354	10	15	29	52	12	44
58	490	102	7	15	36	60	4	44
34	158	42	5	4	7	10	1	2
24	88	24	4	2	2	9	0	0
6	18	6	1	9	9	18	0	0
18	54	18	3	4	6	10	0	4
